"id","name","category","price","description"
1496,"Tamales","Video Games",7948,"Erlang is known for its designs that are well suited for systems."
1497,"Kobe Beef","Health & Hygine",19230,"Tuples are containers for a fixed number of Erlang data types."
1498,"Macaroni and cheese","Health & Hygine",19317,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1499,"Maple bacon donut","Video Games",15327,"Erlang is a general-purpose, concurrent, functional programming language."
1500,"Fried chicken","Fashion",3104,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1501,"Maple bacon donut","Office Supply",14489,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1502,"Crepes","Video Games",2385,"Make me a sandwich."
1503,"Cinnamon Roll","Video Games",8835,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1504,"Margherita Pizza","Video Games",11160,"Tuples are containers for a fixed number of Erlang data types."
1505,"Huevos Rancheros","Sports & Outdoor",11760,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1506,"Chicken bog","Sports & Outdoor",13435,"Type classes first appeared in the Haskell programming language."
1507,"Chile Relleno","Video Games",15187,"Type classes first appeared in the Haskell programming language."
1508,"Gyoza","Music Instruments",18754,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1509,"Gyoza","Beauty & Personal",4179,"It is also a garbage-collected runtime system."
1510,"Pop-Tarts","Health & Hygine",3067,"Any element of a tuple can be accessed in constant time."
1511,"Prawn Pizza","Beauty & Personal",12167,"Make me a sandwich."
1512,"Cordon bleu","Sports & Outdoor",9457,"Ports are used to communicate with the external world."
1513,"Escargot","Sports & Outdoor",3416,"Where are my pants?"
1514,"Chocolate Brownie","Books",12979,"Erlang is a general-purpose, concurrent, functional programming language."
1515,"Kimchi","Beauty & Personal",16244,"Do you come here often?"
1516,"Beef Lo Mein","Video Games",13674,"Tuples are containers for a fixed number of Erlang data types."
1517,"Pepperoni Pizza","Music Instruments",3406,"The arguments can be primitive data types or compound data types."
1518,"Peanut butter","Video Games",3477,"The arguments can be primitive data types or compound data types."
1519,"Chicken Manchurian","Home & Garden",14433,"Atoms are used within a program to denote distinguished values."
1520,"Chicken nuggets","Books",6506,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1521,"Fajita","Beauty & Personal",6719,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1522,"St. Paul Sandwich","Health & Hygine",8350,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1523,"Cowboy beans","Health & Hygine",2383,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1524,"Macaroni salad","Electronics",18594,"Make me a sandwich."
1525,"Chicken and waffles","Home & Garden",12466,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1526,"Prawn Pizza","Office Supply",1336,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1527,"Calf's liver and bacon","Beauty & Personal",5118,"She spent her earliest years reading classic literature, and writing poetry."
1528,"Pickled cucumber","Electronics",17406,"Type classes first appeared in the Haskell programming language."
1529,"Vegemite on Toast","Sports & Outdoor",16361,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1530,"Buffalo Wings","Books",631,"I don't even care."
1531,"Cheese balls","Electronics",1161,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1532,"Spanish rice","Fashion",18083,"Make me a sandwich."
1533,"Corn chowder","Video Games",5252,"He looked inquisitively at his keyboard and wrote another sentence."
1534,"Jell-O","Electronics",13223,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1535,"Prawn Pizza","Office Supply",19936,"Do you have any idea why this is not working?"
1536,"Patty","Video Games",19849,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1537,"Milkshake","Beauty & Personal",13865,"It is also a garbage-collected runtime system."
1538,"Venison","Office Supply",3730,"Erlang is known for its designs that are well suited for systems."
1539,"Poutine","Sports & Outdoor",10098,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1540,"Fajita","Music Instruments",3594,"Make me a sandwich."
1541,"Vichyssoise","Electronics",18360,"Type classes first appeared in the Haskell programming language."
1542,"Buffalo burger","Beauty & Personal",16462,"Erlang is known for its designs that are well suited for systems."
1543,"Eggs Benedict","Music Instruments",7618,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1544,"Cobb Salad","Fashion",17090,"She spent her earliest years reading classic literature, and writing poetry."
1545,"Albacore Tuna Melt","Office Supply",15174,"It is also a garbage-collected runtime system."
1546,"Moules Frites","Sports & Outdoor",2167,"Erlang is a general-purpose, concurrent, functional programming language."
1547,"Deep Fried Oreos","Electronics",8170,"Do you come here often?"
1548,"Burnt ends","Fashion",1299,"Make me a sandwich."
1549,"Venison","Beauty & Personal",13694,"Haskell features a type system with type inference and lazy evaluation."
1550,"Geoduck","Home & Garden",1808,"She spent her earliest years reading classic literature, and writing poetry."
1551,"Yeung Chow fried rice","Fashion",12630,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1552,"Chicago Deep Dish Pizza","Books",5823,"Type classes first appeared in the Haskell programming language."
1553,"Tetrazzini","Fashion",19564,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1554,"New York-Style Pizza","Books",11808,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1555,"Rabbit pie","Video Games",6963,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1556,"Abalone","Electronics",11077,"Tuples are containers for a fixed number of Erlang data types."
1557,"Poppyseed muffin","Beauty & Personal",3738,"Type classes first appeared in the Haskell programming language."
1558,"Poke","Music Instruments",16188,"Tuples are containers for a fixed number of Erlang data types."
1559,"Pastrami on Rye","Music Instruments",7713,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1560,"Chicken Salad Wrap","Video Games",9231,"Do you have any idea why this is not working?"
1561,"Jerky","Office Supply",15924,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1562,"Spanish rice","Fashion",5891,"Erlang is known for its designs that are well suited for systems."
1563,"Boulliabaise","Fashion",13537,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1564,"Stuffed ham","Video Games",14509,"Erlang is a general-purpose, concurrent, functional programming language."
1565,"Brisket","Music Instruments",14672,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1566,"Mashed potato","Electronics",873,"Tuples are containers for a fixed number of Erlang data types."
1567,"Ranch dressing","Books",3795,"She spent her earliest years reading classic literature, and writing poetry."
1568,"Pickled Okra","Fashion",15275,"I don't even care."
1569,"Margherita Pizza","Beauty & Personal",7042,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1570,"Chinese food","Books",19552,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1571,"Tres Leches Cake","Books",19597,"Any element of a tuple can be accessed in constant time."
1572,"Naan","Electronics",13085,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1573,"Philadelphia cheesesteak","Home & Garden",2390,"He looked inquisitively at his keyboard and wrote another sentence."
1574,"Turducken","Home & Garden",1596,"I don't even care."
1575,"American fried rice","Fashion",1955,"Erlang is a general-purpose, concurrent, functional programming language."
1576,"Shucked Oysters","Music Instruments",11551,"Ports are used to communicate with the external world."
1577,"Frybread","Electronics",1123,"Type classes first appeared in the Haskell programming language."
1578,"Ice Cream","Home & Garden",3895,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1579,"BBQ Chicken Pizza","Video Games",16787,"He looked inquisitively at his keyboard and wrote another sentence."
1580,"Apple butter","Office Supply",9972,"Haskell features a type system with type inference and lazy evaluation."
1581,"Haystack","Office Supply",3528,"He looked inquisitively at his keyboard and wrote another sentence."
1582,"Barbecue","Books",12545,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1583,"Baklava","Home & Garden",13172,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1584,"Cheese dog","Health & Hygine",8014,"Do you have any idea why this is not working?"
1585,"Chips and dip","Electronics",13142,"Erlang is known for its designs that are well suited for systems."
1586,"Sichuan Hot Pot","Home & Garden",18406,"Do you have any idea why this is not working?"
1587,"Rolled oyster","Office Supply",11873,"Any element of a tuple can be accessed in constant time."
1588,"Pork Belly","Beauty & Personal",9799,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1589,"Haystack","Fashion",3475,"Ports are created with the built-in function open_port."
1590,"Chicago Hot Dog","Health & Hygine",1117,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1591,"Oysters Rockefeller","Electronics",17346,"Type classes first appeared in the Haskell programming language."
1592,"Carne pizzaiola","Fashion",11963,"Atoms are used within a program to denote distinguished values."
1593,"Veggie Pizza","Health & Hygine",18648,"Haskell features a type system with type inference and lazy evaluation."
1594,"Jell-O","Beauty & Personal",6030,"She spent her earliest years reading classic literature, and writing poetry."
1595,"Deviled egg","Office Supply",17734,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1596,"Chicken fried steak","Fashion",17167,"Any element of a tuple can be accessed in constant time."
1597,"Sichuan Hot Pot","Books",8026,"Atoms are used within a program to denote distinguished values."
1598,"Ceviche","Fashion",19366,"Tuples are containers for a fixed number of Erlang data types."
1599,"Cobb Salad","Video Games",1332,"Ports are used to communicate with the external world."
1600,"Sichuan Hot Pot","Fashion",1576,"Make me a sandwich."
1601,"Bear claw","Office Supply",1299,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1602,"Macaroni and Cheese","Music Instruments",4499,"Make me a sandwich."
1603,"Hawaiian haystack","Office Supply",14946,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1604,"Steak sandwich","Health & Hygine",7269,"Its main implementation is the Glasgow Haskell Compiler."
1605,"Pigs in blankets","Home & Garden",1294,"Erlang is a general-purpose, concurrent, functional programming language."
1606,"Pistachio Ice Cream","Video Games",1146,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1607,"Mulligan stew","Video Games",6740,"I don't even care."
1608,"Cinnamon Roll","Books",10847,"Atoms are used within a program to denote distinguished values."
1609,"Pastrami on Rye","Health & Hygine",11112,"Do you have any idea why this is not working?"
1610,"Parma Ham","Books",573,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1611,"Sichuan Hot Pot","Beauty & Personal",12119,"Erlang is a general-purpose, concurrent, functional programming language."
1612,"Quesadilla","Health & Hygine",9773,"It is also a garbage-collected runtime system."
1613,"Steak sauce","Video Games",19286,"Haskell features a type system with type inference and lazy evaluation."
1614,"Matzo Ball Soup","Music Instruments",8878,"Make me a sandwich."
1615,"Energy bar","Home & Garden",1147,"Do you have any idea why this is not working?"
1616,"Quesadilla","Music Instruments",10673,"The arguments can be primitive data types or compound data types."
1617,"Fried fish","Office Supply",1354,"Atoms are used within a program to denote distinguished values."
1618,"Falafel","Beauty & Personal",11200,"The arguments can be primitive data types or compound data types."
1619,"Polenta","Electronics",17799,"Tuples are containers for a fixed number of Erlang data types."
1620,"Cheesy Garlic Bread","Beauty & Personal",12894,"Erlang is known for its designs that are well suited for systems."
1621,"Chicken and waffles","Books",12267,"She spent her earliest years reading classic literature, and writing poetry."
1622,"Sour cream","Sports & Outdoor",6753,"Atoms are used within a program to denote distinguished values."
1623,"Corn flakes","Books",9105,"Ports are used to communicate with the external world."
1624,"Biscuit","Video Games",9825,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1625,"Bull roast","Home & Garden",2376,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1626,"Fajita","Video Games",9413,"Ports are used to communicate with the external world."
1627,"Glorified rice","Sports & Outdoor",7099,"It is also a garbage-collected runtime system."
1628,"Chicken Tikka Masala","Fashion",17745,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1629,"Steak sandwich","Office Supply",11759,"She spent her earliest years reading classic literature, and writing poetry."
1630,"Grilled Snake","Fashion",12826,"Do you come here often?"
1631,"Sour cream","Beauty & Personal",10646,"Atoms are used within a program to denote distinguished values."
1632,"Fajita","Books",9906,"Ports are created with the built-in function open_port."
1633,"Bulgogi","Sports & Outdoor",17224,"Type classes first appeared in the Haskell programming language."
1634,"Hot Chicken sandwich","Music Instruments",8523,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1635,"Popover","Electronics",14999,"She spent her earliest years reading classic literature, and writing poetry."
1636,"Brisket","Home & Garden",19780,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1637,"Roasted Chickpeas","Sports & Outdoor",18784,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1638,"Chocolate Chip Cookie","Video Games",4268,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1639,"Burnt ends","Electronics",11270,"Its main implementation is the Glasgow Haskell Compiler."
1640,"Mashed pumpkin","Fashion",18835,"Do you come here often?"
1641,"Fortune cookie","Electronics",11089,"Where are my pants?"
1642,"Biscuit","Music Instruments",3460,"Erlang is a general-purpose, concurrent, functional programming language."
1643,"Milkshake","Fashion",17422,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1644,"Cheese dog","Fashion",6302,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1645,"Creamed eggs on toast","Beauty & Personal",9175,"She spent her earliest years reading classic literature, and writing poetry."
1646,"Biscuit","Health & Hygine",10503,"Atoms are used within a program to denote distinguished values."
1647,"Steamed clams","Electronics",7133,"Where are my pants?"
1648,"Schnitzel","Beauty & Personal",2739,"Atoms are used within a program to denote distinguished values."
1649,"Pasta salad","Video Games",3937,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1650,"Spring Rolls","Sports & Outdoor",7899,"The arguments can be primitive data types or compound data types."
1651,"Garden salad","Books",14895,"Its main implementation is the Glasgow Haskell Compiler."
1652,"Bookbinder Soup","Office Supply",13069,"Do you come here often?"
1653,"Shish Kabob","Home & Garden",3929,"It is also a garbage-collected runtime system."
1654,"Roasted Chickpeas","Beauty & Personal",18835,"Erlang is known for its designs that are well suited for systems."
1655,"Smelt","Home & Garden",15220,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1656,"Maple Bacon Doughnut","Office Supply",5533,"Do you come here often?"
1657,"Bulgogi","Video Games",10502,"Do you come here often?"
1658,"Ribs","Health & Hygine",3643,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1659,"Bread","Office Supply",4778,"I don't even care."
1660,"Stroganoff","Sports & Outdoor",4270,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1661,"Protein bar","Fashion",16850,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1662,"Bi Bim Bap","Sports & Outdoor",3843,"It is also a garbage-collected runtime system."
1663,"Pickled Okra","Office Supply",14889,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1664,"Eggs Benedict","Video Games",2739,"Do you come here often?"
1665,"Chicken à la King","Sports & Outdoor",2453,"Erlang is a general-purpose, concurrent, functional programming language."
1666,"Bagels and Lox","Electronics",9298,"Make me a sandwich."
1667,"Russian tea cake","Home & Garden",5371,"It is also a garbage-collected runtime system."
1668,"Seafood cocktail","Sports & Outdoor",5098,"Type classes first appeared in the Haskell programming language."
1669,"Cordon bleu","Fashion",5036,"It is also a garbage-collected runtime system."
1670,"Bruschetta","Office Supply",4808,"Its main implementation is the Glasgow Haskell Compiler."
1671,"Low Country Boil","Office Supply",12689,"Do you come here often?"
1672,"Massaman Curry","Video Games",4702,"Make me a sandwich."
1673,"Apple sauce","Sports & Outdoor",1037,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1674,"Flan","Books",4784,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1675,"Mashed potato","Sports & Outdoor",15782,"Make me a sandwich."
1676,"Cobb Salad","Music Instruments",15654,"The arguments can be primitive data types or compound data types."
1677,"Caviar","Beauty & Personal",817,"Tuples are containers for a fixed number of Erlang data types."
1678,"Sushi","Books",16382,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1679,"City chicken","Home & Garden",4575,"It is also a garbage-collected runtime system."
1680,"Pastrami on Rye","Beauty & Personal",10514,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1681,"Fish and Chips!","Health & Hygine",9871,"Where are my pants?"
1682,"Peanut butter","Home & Garden",3207,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1683,"Stuffed zucchini","Office Supply",7812,"Its main implementation is the Glasgow Haskell Compiler."
1684,"Potato Wedges","Music Instruments",3948,"Do you have any idea why this is not working?"
1685,"Tin Roof Ice Cream","Books",5281,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1686,"Hot Chicken sandwich","Health & Hygine",5885,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1687,"Souvlaki","Fashion",5978,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1688,"Garden salad","Video Games",16619,"I don't even care."
1689,"Mango and Sticky Rice","Fashion",14890,"Do you come here often?"
1690,"Ribs","Electronics",16473,"Atoms are used within a program to denote distinguished values."
1691,"Suckling Pig","Music Instruments",5232,"Do you come here often?"
1692,"Scampi","Office Supply",2345,"Ports are used to communicate with the external world."
1693,"Onion ring","Office Supply",5714,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1694,"Mozzarella Sticks","Fashion",19906,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1695,"Greek salad","Sports & Outdoor",10215,"Any element of a tuple can be accessed in constant time."
1696,"Liver and onions","Beauty & Personal",17187,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1697,"Hummus","Music Instruments",3367,"I don't even care."
1698,"Hokkien fried rice","Sports & Outdoor",8321,"Its main implementation is the Glasgow Haskell Compiler."
1699,"Protein bar","Office Supply",11010,"Make me a sandwich."
1700,"Apple butter","Health & Hygine",1388,"Where are my pants?"
1701,"Naan","Electronics",11523,"He looked inquisitively at his keyboard and wrote another sentence."
1702,"Surf and turf","Electronics",11072,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1703,"Vegemite on Toast","Home & Garden",18905,"The arguments can be primitive data types or compound data types."
1704,"Sweet Potato Fries","Beauty & Personal",6785,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1705,"Steak sandwich","Electronics",9186,"Make me a sandwich."
1706,"Funnel Cake","Books",2805,"He looked inquisitively at his keyboard and wrote another sentence."
1707,"Risotto","Electronics",19927,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1708,"Toaster Strudel","Home & Garden",13250,"Haskell features a type system with type inference and lazy evaluation."
1709,"Suckling Pig","Fashion",13345,"Haskell features a type system with type inference and lazy evaluation."
1710,"Home fries","Home & Garden",6969,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1711,"Cheesecake","Electronics",18344,"Any element of a tuple can be accessed in constant time."
1712,"Chili dog","Home & Garden",1864,"Make me a sandwich."
1713,"Fried chicken","Beauty & Personal",12365,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1714,"Gyoza","Electronics",1312,"Its main implementation is the Glasgow Haskell Compiler."
1715,"Chicken bog","Fashion",792,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1716,"Cinnamon Roll","Sports & Outdoor",13521,"Atoms are used within a program to denote distinguished values."
1717,"Roasted Chickpeas","Fashion",18513,"She spent her earliest years reading classic literature, and writing poetry."
1718,"Bangers and mash","Electronics",4516,"Where are my pants?"
1719,"Gyoza","Music Instruments",17740,"Any element of a tuple can be accessed in constant time."
1720,"Chicago Hot Dog","Health & Hygine",17425,"Ports are created with the built-in function open_port."
1721,"Hangtown fry","Video Games",10633,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1722,"Mission burrito","Fashion",17217,"Its main implementation is the Glasgow Haskell Compiler."
1723,"Corn flakes","Fashion",14087,"He looked inquisitively at his keyboard and wrote another sentence."
1724,"Maraca pie","Beauty & Personal",19556,"Do you have any idea why this is not working?"
1725,"Kung Pao Chicken","Electronics",3140,"Make me a sandwich."
1726,"Mission burrito","Video Games",18144,"Do you come here often?"
1727,"Salmon pasta bake","Fashion",9261,"Its main implementation is the Glasgow Haskell Compiler."
1728,"Pan Seared Scallops","Beauty & Personal",18213,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1729,"Jerky","Music Instruments",9995,"I don't even care."
1730,"Schnitzel","Music Instruments",9025,"Atoms are used within a program to denote distinguished values."
1731,"Pigs in blankets","Video Games",4750,"It is also a garbage-collected runtime system."
1732,"Brunswick stew","Video Games",15915,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1733,"Turducken","Office Supply",3734,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1734,"Tuna casserole","Video Games",16661,"Tuples are containers for a fixed number of Erlang data types."
1735,"Queso Fresco","Home & Garden",2109,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1736,"Chicken sandwich","Office Supply",15206,"Atoms are used within a program to denote distinguished values."
1737,"Mozzarella sticks","Home & Garden",9568,"Tuples are containers for a fixed number of Erlang data types."
1738,"Escargot","Health & Hygine",5303,"Ports are created with the built-in function open_port."
1739,"Gyros","Video Games",14384,"Haskell features a type system with type inference and lazy evaluation."
1740,"Hot chicken","Electronics",8415,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1741,"Chicken Salad Wrap","Fashion",5072,"Any element of a tuple can be accessed in constant time."
1742,"Chicken and waffles","Music Instruments",8275,"Atoms are used within a program to denote distinguished values."
1743,"Chocolate Brownie","Office Supply",18070,"She spent her earliest years reading classic literature, and writing poetry."
1744,"Corn chowder","Health & Hygine",1923,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1745,"Domesticated turkey","Electronics",6539,"Its main implementation is the Glasgow Haskell Compiler."
1746,"Frybread","Office Supply",8264,"Any element of a tuple can be accessed in constant time."
1747,"Sweetbreads","Home & Garden",3272,"Ports are created with the built-in function open_port."
1748,"Sweetbreads","Electronics",13813,"Its main implementation is the Glasgow Haskell Compiler."
1749,"Tamales","Books",1416,"Where are my pants?"
1750,"Chicken fried bacon","Health & Hygine",8792,"Any element of a tuple can be accessed in constant time."
1751,"Bagels and Lox","Sports & Outdoor",2359,"Do you have any idea why this is not working?"
1752,"Chimichanga","Electronics",6214,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1753,"Ceviche","Video Games",17971,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1754,"Creamed corn","Fashion",14756,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1755,"Sweet Potato Fries","Music Instruments",8233,"Make me a sandwich."
1756,"Popover","Electronics",19714,"The arguments can be primitive data types or compound data types."
1757,"Chicken sandwich","Home & Garden",2413,"The arguments can be primitive data types or compound data types."
1758,"Macaroni and cheese","Books",1461,"The arguments can be primitive data types or compound data types."
1759,"Jerky","Sports & Outdoor",16811,"Ports are used to communicate with the external world."
1760,"Clam cake","Electronics",2086,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1761,"Ice cream cake","Sports & Outdoor",1943,"It is also a garbage-collected runtime system."
1762,"Chicken fingers","Electronics",14496,"Erlang is known for its designs that are well suited for systems."
1763,"Pigs in blankets","Home & Garden",16314,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1764,"Hot Chicken sandwich","Beauty & Personal",7644,"Haskell features a type system with type inference and lazy evaluation."
1765,"Gyros","Video Games",17380,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1766,"Queso Fresco","Health & Hygine",4472,"Type classes first appeared in the Haskell programming language."
1767,"Potatoes O'Brien","Health & Hygine",11167,"Where are my pants?"
1768,"Hawaiian haystack","Office Supply",2464,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1769,"Bear claw","Books",5077,"Do you have any idea why this is not working?"
1770,"Choco pie","Music Instruments",9350,"Ports are created with the built-in function open_port."
1771,"Tamales","Home & Garden",14514,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1772,"Fried Green Tomatoes","Books",8230,"Any element of a tuple can be accessed in constant time."
1773,"Apple butter","Books",9248,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1774,"Haggis","Video Games",18398,"Its main implementation is the Glasgow Haskell Compiler."
1775,"Poppyseed muffin","Fashion",8000,"Atoms are used within a program to denote distinguished values."
1776,"Potato skins","Fashion",18957,"Tuples are containers for a fixed number of Erlang data types."
1777,"Cheese balls","Books",18849,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1778,"Macaroni and cheese","Sports & Outdoor",9518,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1779,"Scampi","Video Games",7977,"Atoms are used within a program to denote distinguished values."
1780,"Steak sauce","Video Games",3164,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1781,"Paella","Fashion",11455,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1782,"Baked potato","Sports & Outdoor",2420,"The arguments can be primitive data types or compound data types."
1783,"Sweetbreads","Beauty & Personal",4597,"I don't even care."
1784,"Bear claw","Health & Hygine",11428,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1785,"Celery Victor","Sports & Outdoor",4299,"Type classes first appeared in the Haskell programming language."
1786,"Meatcake","Fashion",2941,"Tuples are containers for a fixed number of Erlang data types."
1787,"Yeung Chow fried rice","Office Supply",18274,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1788,"Bruschetta","Books",3400,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1789,"Chocolate Chip Cookie","Fashion",5769,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1790,"Hot Chicken sandwich","Books",620,"Make me a sandwich."
1791,"Tetrazzini","Video Games",10154,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1792,"Alphabet pasta","Fashion",5168,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1793,"Supreme pizza","Health & Hygine",10949,"She spent her earliest years reading classic literature, and writing poetry."
1794,"Bull roast","Health & Hygine",1207,"Atoms are used within a program to denote distinguished values."
1795,"Coq Au Vin","Fashion",12571,"I don't even care."
1796,"Maple Bacon Doughnut","Health & Hygine",17883,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1797,"BBQ Ribs","Home & Garden",2922,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1798,"Gazpacho","Fashion",9126,"Do you have any idea why this is not working?"
1799,"Chili dog","Video Games",835,"Ports are used to communicate with the external world."
1800,"Churrasco","Video Games",13852,"He looked inquisitively at his keyboard and wrote another sentence."
1801,"Chocolate Brownie","Books",18265,"Ports are used to communicate with the external world."
1802,"Blue cheese dressing","Fashion",2863,"Its main implementation is the Glasgow Haskell Compiler."
