"id","name","category","price","description"
1512,"Kobe Beef","Books",5997,"Any element of a tuple can be accessed in constant time."
1513,"Seafood cocktail","Health & Hygine",5161,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1514,"Chicken Liver Pate","Fashion",8762,"Any element of a tuple can be accessed in constant time."
1515,"Eggs Benedict","Beauty & Personal",13301,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1516,"Bangers and mash","Fashion",14697,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1517,"Kimchi","Music Instruments",9735,"Erlang is a general-purpose, concurrent, functional programming language."
1518,"Jalapeno Poppers","Health & Hygine",2568,"Any element of a tuple can be accessed in constant time."
1519,"Moules Frites","Home & Garden",969,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1520,"Surf and turf","Beauty & Personal",16842,"Erlang is known for its designs that are well suited for systems."
1521,"St. Paul Sandwich","Beauty & Personal",13545,"Erlang is known for its designs that are well suited for systems."
1522,"Seafood cocktail","Video Games",18911,"The arguments can be primitive data types or compound data types."
1523,"Meatloaf","Beauty & Personal",5089,"Erlang is a general-purpose, concurrent, functional programming language."
1524,"Massaman Curry","Health & Hygine",4924,"I don't even care."
1525,"Creme Brulee","Books",15633,"It is also a garbage-collected runtime system."
1526,"Montreal Smoked Meat","Books",17169,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1527,"Barbecue","Music Instruments",16537,"Tuples are containers for a fixed number of Erlang data types."
1528,"Roasted Bone Marrow","Music Instruments",14321,"Erlang is a general-purpose, concurrent, functional programming language."
1529,"Goulash","Video Games",4813,"Haskell features a type system with type inference and lazy evaluation."
1530,"Spaghetti Bolognese","Music Instruments",5339,"Do you come here often?"
1531,"Oysters Rockefeller","Video Games",9027,"I don't even care."
1532,"Ceviche","Video Games",16668,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1533,"Pickled Okra","Fashion",9727,"Erlang is a general-purpose, concurrent, functional programming language."
1534,"Steak sauce","Health & Hygine",4406,"Erlang is a general-purpose, concurrent, functional programming language."
1535,"Potato wedges","Video Games",19634,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1536,"Porterhouse Steak","Health & Hygine",7144,"Make me a sandwich."
1537,"Breaded shrimp","Health & Hygine",14182,"Its main implementation is the Glasgow Haskell Compiler."
1538,"Margherita Pizza","Home & Garden",1401,"Where are my pants?"
1539,"Calamari","Fashion",18974,"Tuples are containers for a fixed number of Erlang data types."
1540,"Smelt","Office Supply",13366,"She spent her earliest years reading classic literature, and writing poetry."
1541,"Sandwich","Video Games",16792,"Type classes first appeared in the Haskell programming language."
1542,"Chicken Biryani","Music Instruments",12882,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1543,"Corn dog","Fashion",14120,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1544,"Chicken nuggets","Electronics",11484,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1545,"French Onion Soup","Home & Garden",1180,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1546,"Corn chowder","Fashion",13605,"Atoms are used within a program to denote distinguished values."
1547,"Bellini","Electronics",3761,"I don't even care."
1548,"Wasabi Peas","Health & Hygine",1980,"Where are my pants?"
1549,"New York-Style Pizza","Sports & Outdoor",550,"The arguments can be primitive data types or compound data types."
1550,"Potatoes O'Brien","Office Supply",18728,"Its main implementation is the Glasgow Haskell Compiler."
1551,"Sandwich","Sports & Outdoor",9080,"I don't even care."
1552,"Potato salad","Video Games",11736,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1553,"Pepperoni","Books",16169,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1554,"Russian dressing","Office Supply",8127,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1555,"Chicken sandwich","Music Instruments",13358,"Atoms are used within a program to denote distinguished values."
1556,"Laksa","Health & Hygine",7900,"Its main implementation is the Glasgow Haskell Compiler."
1557,"Corn chowder","Electronics",16207,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1558,"Vegemite on Toast","Music Instruments",2573,"Make me a sandwich."
1559,"Cheesy Garlic Bread","Beauty & Personal",6382,"It is also a garbage-collected runtime system."
1560,"Gyoza","Video Games",12420,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1561,"Corn dog","Music Instruments",5469,"She spent her earliest years reading classic literature, and writing poetry."
1562,"Choco pie","Books",5014,"Make me a sandwich."
1563,"Pepperoni Pizza","Health & Hygine",9302,"Its main implementation is the Glasgow Haskell Compiler."
1564,"Pickled Okra","Beauty & Personal",8381,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1565,"Creme Brulee","Home & Garden",8898,"She spent her earliest years reading classic literature, and writing poetry."
1566,"Porterhouse Steak","Health & Hygine",8140,"Tuples are containers for a fixed number of Erlang data types."
1567,"Pigs in blankets","Music Instruments",6359,"He looked inquisitively at his keyboard and wrote another sentence."
1568,"Cowboy beans","Electronics",7041,"She spent her earliest years reading classic literature, and writing poetry."
1569,"Ceviche","Books",9290,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1570,"Chicken fried steak","Beauty & Personal",17006,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1571,"Potato salad","Sports & Outdoor",5079,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1572,"Tagine","Sports & Outdoor",19557,"Do you come here often?"
1573,"White chocolate cookie","Video Games",9906,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1574,"Spaghetti and Meatballs","Fashion",16132,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1575,"Pizza strips","Sports & Outdoor",19973,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1576,"Baklava","Music Instruments",3202,"It is also a garbage-collected runtime system."
1577,"Chicken sandwich","Books",13739,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1578,"Satay","Sports & Outdoor",15133,"Tuples are containers for a fixed number of Erlang data types."
1579,"Jambalaya","Sports & Outdoor",7565,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1580,"Mozzarella Sticks","Books",11191,"The arguments can be primitive data types or compound data types."
1581,"Paella","Beauty & Personal",1828,"Any element of a tuple can be accessed in constant time."
1582,"Chicken nuggets","Office Supply",2765,"Tuples are containers for a fixed number of Erlang data types."
1583,"Reuben","Books",17898,"He looked inquisitively at his keyboard and wrote another sentence."
1584,"Stuffed peppers","Music Instruments",3473,"Any element of a tuple can be accessed in constant time."
1585,"Shrimp Creole","Video Games",15709,"Ports are used to communicate with the external world."
1586,"Salted caramel cookie","Beauty & Personal",8129,"Its main implementation is the Glasgow Haskell Compiler."
1587,"Bread","Office Supply",9743,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1588,"Succotash","Sports & Outdoor",9055,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1589,"Succotash","Books",6032,"The arguments can be primitive data types or compound data types."
1590,"Lorna Doone","Books",8716,"Erlang is a general-purpose, concurrent, functional programming language."
1591,"Pickled Okra","Beauty & Personal",14045,"Ports are used to communicate with the external world."
1592,"Carolina style","Music Instruments",7209,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1593,"Chocolate cheesecake","Home & Garden",15449,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1594,"Reuben","Fashion",3934,"Type classes first appeared in the Haskell programming language."
1595,"Beef Lo Mein","Fashion",14083,"Tuples are containers for a fixed number of Erlang data types."
1596,"Baklava","Electronics",5118,"The arguments can be primitive data types or compound data types."
1597,"Sloppy joe","Electronics",13928,"I don't even care."
1598,"Cheese Curds","Electronics",18121,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1599,"Corn dog","Home & Garden",10308,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1600,"Blue cheese dressing","Video Games",5624,"She spent her earliest years reading classic literature, and writing poetry."
1601,"Buffalo burger","Office Supply",9226,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1602,"Suckling Pig","Music Instruments",13538,"Where are my pants?"
1603,"Clam chowder","Home & Garden",6381,"Atoms are used within a program to denote distinguished values."
1604,"Meatcake","Office Supply",12380,"He looked inquisitively at his keyboard and wrote another sentence."
1605,"Pepperoni","Health & Hygine",1269,"Any element of a tuple can be accessed in constant time."
1606,"Chicken Divan","Beauty & Personal",17601,"Where are my pants?"
1607,"Fajita","Health & Hygine",7079,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1608,"Pulled pork","Video Games",6039,"Atoms are used within a program to denote distinguished values."
1609,"Meatloaf","Fashion",8775,"Erlang is a general-purpose, concurrent, functional programming language."
1610,"Energy bar","Books",3350,"He looked inquisitively at his keyboard and wrote another sentence."
1611,"Pumpkin pie","Fashion",1500,"Ports are used to communicate with the external world."
1612,"Buffalo burger","Fashion",3571,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1613,"Mini pizzas","Fashion",3199,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1614,"Chicken bog","Fashion",3347,"Where are my pants?"
1615,"Falafel","Electronics",13028,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1616,"Blue cheese dressing","Sports & Outdoor",14365,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1617,"Baba Ghanoush","Beauty & Personal",10132,"Erlang is known for its designs that are well suited for systems."
1618,"Cinnamon Roll","Home & Garden",7775,"I don't even care."
1619,"Clam chowder","Beauty & Personal",19031,"Ports are used to communicate with the external world."
1620,"Patty","Video Games",19422,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1621,"Corn flakes","Home & Garden",7793,"Do you come here often?"
1622,"Chili con carne","Home & Garden",5257,"Haskell features a type system with type inference and lazy evaluation."
1623,"Corned beef","Music Instruments",579,"Erlang is a general-purpose, concurrent, functional programming language."
1624,"Milkshake","Home & Garden",3847,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1625,"Ribs","Office Supply",815,"Erlang is known for its designs that are well suited for systems."
1626,"Juba","Fashion",3951,"Do you have any idea why this is not working?"
1627,"Venison","Music Instruments",14626,"It is also a garbage-collected runtime system."
1628,"Stuffed zucchini","Office Supply",6556,"Do you come here often?"
1629,"Kung Pao Chicken","Books",5955,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1630,"Swiss steak","Office Supply",7604,"Ports are created with the built-in function open_port."
1631,"Cheesy Garlic Bread","Sports & Outdoor",8838,"Haskell features a type system with type inference and lazy evaluation."
1632,"Chicago Deep Dish Pizza","Sports & Outdoor",2292,"He looked inquisitively at his keyboard and wrote another sentence."
1633,"Chicken Salad Wrap","Books",14219,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1634,"Root Beer Float","Office Supply",7647,"Where are my pants?"
1635,"Gazpacho","Office Supply",16553,"Haskell features a type system with type inference and lazy evaluation."
1636,"Buffalo Wings","Office Supply",17202,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1637,"Oreo","Sports & Outdoor",15091,"The arguments can be primitive data types or compound data types."
1638,"Drunken chicken","Music Instruments",5302,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1639,"Baked potato","Home & Garden",13830,"It is also a garbage-collected runtime system."
1640,"Rabbit pie","Sports & Outdoor",1000,"I don't even care."
1641,"Shrimp and Grits","Fashion",18406,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1642,"Eggo","Health & Hygine",10477,"Atoms are used within a program to denote distinguished values."
1643,"Milkshake","Beauty & Personal",4676,"Atoms are used within a program to denote distinguished values."
1644,"Tuna Pizza","Video Games",12904,"Ports are created with the built-in function open_port."
1645,"Piroshky","Health & Hygine",4653,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1646,"Potato skins","Home & Garden",8831,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1647,"Gyros","Health & Hygine",16834,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1648,"London broil","Fashion",10463,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1649,"Chocolate Brownie","Office Supply",6684,"Do you have any idea why this is not working?"
1650,"Creamed corn","Music Instruments",5791,"I don't even care."
1651,"Pancakes","Electronics",12178,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1652,"Rolled oyster","Books",18935,"Haskell features a type system with type inference and lazy evaluation."
1653,"Mission burrito","Beauty & Personal",12950,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1654,"Jalapeno Poppers","Beauty & Personal",11391,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1655,"Blue-plate special","Sports & Outdoor",8590,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1656,"Corn flakes","Health & Hygine",11989,"Type classes first appeared in the Haskell programming language."
1657,"Ice Cream Sundae","Office Supply",2914,"Any element of a tuple can be accessed in constant time."
1658,"Geoduck","Electronics",11939,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1659,"Shepherd's Pie","Music Instruments",11884,"Ports are used to communicate with the external world."
1660,"Pumpkin pie","Office Supply",4740,"I don't even care."
1661,"Fortune cookie","Office Supply",17245,"She spent her earliest years reading classic literature, and writing poetry."
1662,"Baked potato","Books",6898,"I don't even care."
1663,"Boulliabaise","Electronics",7858,"Haskell features a type system with type inference and lazy evaluation."
1664,"Samosa","Health & Hygine",9381,"Tuples are containers for a fixed number of Erlang data types."
1665,"Hot Chicken sandwich","Beauty & Personal",19180,"Tuples are containers for a fixed number of Erlang data types."
1666,"Salisbury steak","Office Supply",1016,"Type classes first appeared in the Haskell programming language."
1667,"Fish Tacos","Office Supply",1915,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1668,"St. Paul Sandwich","Fashion",3917,"Do you have any idea why this is not working?"
1669,"Root Beer Float","Video Games",14575,"Do you come here often?"
1670,"Breakfast burrito","Music Instruments",18573,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1671,"Cordon bleu","Fashion",10032,"Any element of a tuple can be accessed in constant time."
1672,"Salmon pasta bake","Beauty & Personal",5271,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1673,"Jerky","Office Supply",8137,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1674,"American fried rice","Music Instruments",13812,"It is also a garbage-collected runtime system."
1675,"Meat Feast Pizza","Video Games",10534,"I don't even care."
1676,"Hokkien fried rice","Beauty & Personal",5947,"Type classes first appeared in the Haskell programming language."
1677,"Sauteed Morel Mushrooms","Sports & Outdoor",12660,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1678,"Caviar","Beauty & Personal",3858,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1679,"Salisbury steak","Office Supply",5603,"Tuples are containers for a fixed number of Erlang data types."
1680,"Mango and Sticky Rice","Office Supply",16271,"The arguments can be primitive data types or compound data types."
1681,"Deep Fried Oreos","Fashion",11510,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1682,"Tin Roof Ice Cream","Video Games",7529,"Atoms are used within a program to denote distinguished values."
1683,"Bruschetta","Home & Garden",6862,"Atoms are used within a program to denote distinguished values."
1684,"Potato Wedges","Health & Hygine",17404,"Erlang is a general-purpose, concurrent, functional programming language."
1685,"Mozzarella Sticks","Fashion",18666,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1686,"Pepperoni","Beauty & Personal",9084,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1687,"Pastrami on Rye","Electronics",17133,"He looked inquisitively at his keyboard and wrote another sentence."
1688,"Hot chicken","Electronics",14622,"Haskell features a type system with type inference and lazy evaluation."
1689,"Parma Ham","Electronics",6175,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1690,"Deviled crab","Fashion",12998,"Atoms are used within a program to denote distinguished values."
1691,"Smelt","Health & Hygine",18974,"The arguments can be primitive data types or compound data types."
1692,"Chicken Alfredo","Home & Garden",13824,"Haskell features a type system with type inference and lazy evaluation."
1693,"Phaal","Electronics",16910,"Ports are created with the built-in function open_port."
1694,"Cornish game hen","Video Games",17876,"Type classes first appeared in the Haskell programming language."
1695,"Philly Cheese Steak","Sports & Outdoor",6166,"Type classes first appeared in the Haskell programming language."
1696,"Ice Cream Sundae","Fashion",14243,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1697,"Swiss steak","Music Instruments",19799,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1698,"Deviled crab","Health & Hygine",5701,"Atoms are used within a program to denote distinguished values."
1699,"Doughnut","Electronics",744,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1700,"Senate bean soup","Beauty & Personal",3913,"Make me a sandwich."
1701,"Gyros","Electronics",1464,"Atoms are used within a program to denote distinguished values."
1702,"Deviled crab","Video Games",7847,"Any element of a tuple can be accessed in constant time."
1703,"Waffle","Fashion",5236,"Do you come here often?"
1704,"Flan","Sports & Outdoor",8086,"Make me a sandwich."
1705,"Ammonia cookie","Music Instruments",4257,"Erlang is a general-purpose, concurrent, functional programming language."
1706,"Chicken and waffles","Beauty & Personal",19538,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1707,"Chicken à la King","Video Games",14735,"Tuples are containers for a fixed number of Erlang data types."
1708,"Tamales","Video Games",13302,"Its main implementation is the Glasgow Haskell Compiler."
1709,"Chicken and waffles","Sports & Outdoor",15357,"Tuples are containers for a fixed number of Erlang data types."
1710,"Onion Rings","Sports & Outdoor",14294,"Erlang is a general-purpose, concurrent, functional programming language."
1711,"Caviar","Sports & Outdoor",2242,"It is also a garbage-collected runtime system."
1712,"Fajita","Music Instruments",4114,"He looked inquisitively at his keyboard and wrote another sentence."
1713,"Drunken chicken","Sports & Outdoor",18607,"Ports are used to communicate with the external world."
1714,"Chicago Hot Dog","Video Games",5057,"Do you have any idea why this is not working?"
1715,"Corn dog","Music Instruments",18898,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1716,"Pistachio Ice Cream","Music Instruments",4606,"She spent her earliest years reading classic literature, and writing poetry."
1717,"Huevos Rancheros","Fashion",6645,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1718,"Supreme pizza","Beauty & Personal",18565,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1719,"Montreal Smoked Meat","Health & Hygine",17924,"Atoms are used within a program to denote distinguished values."
1720,"Tetrazzini","Video Games",15260,"Where are my pants?"
1721,"Dirty rice","Video Games",13528,"Do you have any idea why this is not working?"
1722,"Corn dog","Home & Garden",12707,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1723,"Hog fry","Health & Hygine",10099,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1724,"Chocolate cheesecake","Electronics",4975,"Where are my pants?"
1725,"Black Pudding","Fashion",1217,"It is also a garbage-collected runtime system."
1726,"Chicken Manchurian","Health & Hygine",4497,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1727,"Chile Relleno","Fashion",13588,"Haskell features a type system with type inference and lazy evaluation."
1728,"Philadelphia cheesesteak","Beauty & Personal",7352,"Tuples are containers for a fixed number of Erlang data types."
1729,"Apple butter","Video Games",3964,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1730,"Seafood cocktail","Fashion",2257,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1731,"Pigs in blankets","Sports & Outdoor",6444,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1732,"Corn relish","Home & Garden",1909,"Atoms are used within a program to denote distinguished values."
1733,"Apple sauce","Health & Hygine",10365,"Tuples are containers for a fixed number of Erlang data types."
1734,"Quesadilla","Beauty & Personal",11081,"Do you have any idea why this is not working?"
1735,"Pigs in blankets","Home & Garden",4409,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1736,"Soft Shell Crab","Video Games",2981,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1737,"Hawaiian Pizza","Electronics",8743,"She spent her earliest years reading classic literature, and writing poetry."
1738,"Bruschetta","Office Supply",6726,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1739,"Brisket","Health & Hygine",9261,"Do you have any idea why this is not working?"
1740,"Brisket","Video Games",14155,"Any element of a tuple can be accessed in constant time."
1741,"Steamed clams","Books",1281,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1742,"Escargot","Office Supply",4242,"Tuples are containers for a fixed number of Erlang data types."
1743,"Pemmican","Music Instruments",8952,"Make me a sandwich."
1744,"Deep Fried Oreos","Health & Hygine",10173,"Make me a sandwich."
1745,"Seafood cocktail","Books",4552,"Type classes first appeared in the Haskell programming language."
1746,"Chicken herby pasta bake","Video Games",6292,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1747,"Meatloaf","Music Instruments",8847,"Erlang is known for its designs that are well suited for systems."
1748,"Scrapple","Beauty & Personal",8999,"Do you come here often?"
1749,"Shawarma","Home & Garden",16220,"Do you come here often?"
1750,"Black Pudding","Music Instruments",3752,"Haskell features a type system with type inference and lazy evaluation."
1751,"Salad bar","Sports & Outdoor",17925,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1752,"Shawarma","Music Instruments",13864,"It is also a garbage-collected runtime system."
1753,"Roasted Chickpeas","Home & Garden",5702,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1754,"Glorified rice","Books",6572,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1755,"Supreme pizza","Sports & Outdoor",3608,"He looked inquisitively at his keyboard and wrote another sentence."
1756,"Suckling Pig","Video Games",3440,"Haskell features a type system with type inference and lazy evaluation."
1757,"Hot Chicken sandwich","Health & Hygine",13637,"I don't even care."
1758,"New York-Style Pizza","Video Games",13946,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1759,"Chicken Liver Pate","Beauty & Personal",1831,"The arguments can be primitive data types or compound data types."
1760,"Roasted Chickpeas","Office Supply",14852,"Haskell features a type system with type inference and lazy evaluation."
1761,"Po'Boy","Sports & Outdoor",18021,"Make me a sandwich."
1762,"Pickled cucumber","Books",6390,"Haskell features a type system with type inference and lazy evaluation."
1763,"Shucked Oysters","Home & Garden",7580,"Tuples are containers for a fixed number of Erlang data types."
1764,"Milk toast","Home & Garden",3644,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1765,"Onion ring","Office Supply",5359,"Atoms are used within a program to denote distinguished values."
1766,"Banh Mi Viêt","Beauty & Personal",2632,"It is also a garbage-collected runtime system."
1767,"Cheese balls","Fashion",17825,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1768,"Milk toast","Home & Garden",3683,"Make me a sandwich."
1769,"Shawarma","Sports & Outdoor",2926,"Its main implementation is the Glasgow Haskell Compiler."
1770,"Lobster Newberg","Video Games",4409,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1771,"Ammonia cookie","Electronics",4948,"Type classes first appeared in the Haskell programming language."
1772,"Coq Au Vin","Video Games",1395,"Ports are created with the built-in function open_port."
1773,"Popover","Home & Garden",19930,"Ports are created with the built-in function open_port."
1774,"Corned beef","Sports & Outdoor",16020,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1775,"Sonofabitch stew","Beauty & Personal",18662,"Do you come here often?"
1776,"Domesticated turkey","Sports & Outdoor",14490,"Make me a sandwich."
1777,"Meatcake","Fashion",10118,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1778,"Cobb Salad","Office Supply",15486,"Haskell features a type system with type inference and lazy evaluation."
1779,"Mozzarella sticks","Beauty & Personal",18714,"Where are my pants?"
1780,"Cheese dog","Office Supply",7221,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1781,"Yeung Chow fried rice","Electronics",14315,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1782,"Macaroni and Cheese","Music Instruments",19679,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1783,"Steak sauce","Home & Garden",17264,"Ports are created with the built-in function open_port."
1784,"Hoppin' John","Fashion",18593,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1785,"Corn relish","Electronics",15949,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1786,"Chips and dip","Music Instruments",9780,"Haskell features a type system with type inference and lazy evaluation."
1787,"Philly Cheese Steak","Office Supply",7907,"I don't even care."
1788,"Deviled crab","Health & Hygine",3207,"Where are my pants?"
1789,"Ribs","Sports & Outdoor",15924,"Erlang is a general-purpose, concurrent, functional programming language."
1790,"Bagels and Lox","Home & Garden",11490,"Its main implementation is the Glasgow Haskell Compiler."
1791,"Chicken bog","Home & Garden",11102,"He looked inquisitively at his keyboard and wrote another sentence."
1792,"Corn chowder","Books",18132,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1793,"Bulgogi","Beauty & Personal",18239,"Do you come here often?"
1794,"Rabbit pie","Sports & Outdoor",17641,"The arguments can be primitive data types or compound data types."
1795,"Grits","Video Games",6165,"He looked inquisitively at his keyboard and wrote another sentence."
1796,"City chicken","Books",4392,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1797,"Caviar","Office Supply",19938,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1798,"Hot Chicken sandwich","Fashion",5395,"Type classes first appeared in the Haskell programming language."
1799,"Salad bar","Office Supply",17192,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1800,"Bruschetta","Video Games",11951,"Atoms are used within a program to denote distinguished values."
1801,"Seafood cocktail","Books",15435,"Its main implementation is the Glasgow Haskell Compiler."
1802,"Shepherd's Pie","Home & Garden",10474,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1803,"French Dip","Fashion",19065,"Atoms are used within a program to denote distinguished values."
1804,"Pancakes","Video Games",11759,"He looked inquisitively at his keyboard and wrote another sentence."
1805,"Spanish rice","Music Instruments",1792,"Ports are created with the built-in function open_port."
1806,"Coq Au Vin","Beauty & Personal",1145,"Any element of a tuple can be accessed in constant time."
1807,"Ammonia cookie","Fashion",7365,"Tuples are containers for a fixed number of Erlang data types."
1808,"Italian Beef Sandwich","Home & Garden",6707,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1809,"Key Lime Pie","Sports & Outdoor",17704,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1810,"Jalapeno Poppers","Music Instruments",7825,"Do you come here often?"
1811,"Tuna Pizza","Home & Garden",4662,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
